VID,AdvNet,AnonPaymnt,AttSpam,ChildPriv,IPResell,DirMark,Card#Stolen,Unlisted#Phone,ConcerSec,ConcerSecEcom,InfImprovSite,IntPrivLaws,IntShop#LifeEasy,MassMails,AssumeAliases,SpamPolicy,PrivCom,SecAFactor,UseDemoOther,UserContDemo,ValueAnon,Important,Will#Charge
122,DSTRON,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSOME,ASOME,Registry,ASTRON,Significant,DSTRON,ASOME,ASOME,Privacy,Yes
123,DSTRON,ASTRON,Delete,DSOME,DSOME,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,DSTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
124,DSTRON,ASOME,Delete,ASOME,DSTRON,DSTRON,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,ASOME,Other,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
125,DSOME,ASTRON,Reply,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Alittle,ASOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
126,DSOME,NEITHER,Delete,ASTRON,DSOME,DSOME,No,No,Somewhat,Very,ASOME,ASOME,Yes,DSOME,NEITHER,Fee,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
127,NEITHER,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Very,DSOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
128,DSTRON,ASTRON,Other,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
129,DSTRON,NEITHER,Delete,ASTRON,DSOME,DSTRON,Yes,No,Very,Very,ASOME,NEITHER,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
130,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
131,DSTRON,ASOME,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,NEITHER,ASOME,Privacy,Yes
132,DSOME,ASOME,Reply,NEITHER,DSTRON,DSOME,No,No,NotAtAll,Alittle,ASOME,DSTRON,No,DSTRON,NEITHER,Registry,ASTRON,Small,DSOME,DSOME,NEITHER,Convenience,Yes
133,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Alittle,NEITHER,NEITHER,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
134,NEITHER,ASOME,Delete,NEITHER,DSTRON,NEITHER,No,Yes,Very,Very,DSOME,ASTRON,No,DSOME,NEITHER,GovControl,ASOME,Small,DSTRON,ASTRON,ASOME,Privacy,No
135,DSTRON,NEITHER,Reply,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,DSOME,ASTRON,ASOME,Privacy,Yes
136,DSTRON,ASTRON,Delete,ASOME,DSOME,NEITHER,Yes,No,Somewhat,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
137,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
138,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,ASOME,GovControl,ASOME,Deciding,ASTRON,ASOME,ASOME,Convenience,Yes
139,NEITHER,ASOME,Delete,ASOME,DSTRON,DSTRON,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASOME,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
140,DSTRON,ASTRON,?,?,DSTRON,DSOME,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSOME,?,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
141,NEITHER,NEITHER,Reply,ASTRON,ASOME,ASTRON,Yes,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,GovControl,NEITHER,Small,NEITHER,ASOME,NEITHER,Privacy,Yes
142,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,Yes,Alittle,Alittle,NEITHER,ASOME,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,DSOME,NEITHER,ASTRON,Convenience,Yes
143,DSOME,ASTRON,Delete,ASTRON,?,ASOME,Yes,Yes,Alittle,Very,NEITHER,ASOME,No,DSOME,?,Blacklist,ASTRON,Deciding,DSOME,NEITHER,ASTRON,Privacy,No
144,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Alittle,ASOME,ASOME,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
145,DSOME,ASOME,Delete,ASTRON,DSTRON,DSOME,No,Yes,Somewhat,ShouldButNo,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
146,DSTRON,ASTRON,Reply,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
147,DSTRON,ASTRON,Delete,NEITHER,DSOME,ASOME,No,No,Somewhat,NotAtAll,DSOME,ASOME,Yes,DSTRON,ASOME,GovControl,ASTRON,Small,DSOME,ASTRON,ASOME,Privacy,Yes
148,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
149,DSTRON,ASOME,Delete,ASOME,DSTRON,DSOME,Yes,No,Alittle,Alittle,NEITHER,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
150,DSTRON,?,Delete,?,DSTRON,DSTRON,No,Yes,Very,Alittle,ASOME,ASTRON,No,DSTRON,ASTRON,GovControl,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,Yes
151,DSOME,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSTRON,DSOME,No,DSTRON,NEITHER,Registry,ASOME,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
152,DSTRON,ASOME,Reply,ASTRON,DSTRON,DSOME,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
153,DSTRON,NEITHER,Other,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,DSTRON,Yes,DSTRON,DSTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
154,DSTRON,ASOME,Delete,?,DSOME,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASOME,?,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
155,DSOME,DSTRON,Delete,ASTRON,DSOME,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
156,DSTRON,ASOME,Delete,NEITHER,DSTRON,NEITHER,No,No,Alittle,Very,NEITHER,ASOME,No,DSOME,ASOME,Blacklist,ASOME,Significant,DSTRON,DSTRON,ASOME,Privacy,No
157,DSTRON,ASTRON,Retaliate,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,No,DSTRON,NEITHER,Fee,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
158,DSTRON,ASOME,Delete,ASOME,DSOME,DSOME,No,Yes,Somewhat,Very,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Deciding,DSOME,NEITHER,ASTRON,Privacy,No
159,DSTRON,ASTRON,?,NEITHER,ASTRON,DSTRON,No,Yes,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,ASOME,ASOME,ASOME,Privacy,Yes
160,DSTRON,ASOME,Delete,ASOME,NEITHER,DSTRON,No,No,Somewhat,Somewhat,NEITHER,NEITHER,No,DSTRON,ASOME,Blacklist,ASTRON,Small,DSOME,ASOME,ASTRON,Convenience,Yes
161,DSTRON,ASTRON,Delete,DSTRON,ASOME,ASOME,No,No,Alittle,Alittle,ASTRON,DSTRON,Yes,DSTRON,ASTRON,Other,ASOME,Small,ASOME,ASOME,ASTRON,Convenience,Yes
162,DSTRON,NEITHER,Reply,NEITHER,DSOME,DSTRON,No,No,Alittle,Alittle,DSOME,NEITHER,Yes,DSTRON,ASOME,GovControl,ASTRON,Small,DSTRON,ASOME,ASOME,Privacy,Yes
163,DSTRON,DSTRON,Delete,ASTRON,DSTRON,DSOME,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,DSOME,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
164,DSOME,DSOME,Delete,ASOME,NEITHER,ASOME,No,No,Alittle,Alittle,ASTRON,?,Yes,DSOME,DSOME,Registry,ASTRON,Deciding,ASTRON,ASTRON,ASOME,Privacy,Yes
165,DSTRON,DSTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,DSTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
166,DSTRON,ASTRON,Other,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASOME,No,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
167,DSTRON,DSTRON,Delete,ASTRON,DSTRON,DSOME,Yes,No,Very,Very,ASOME,ASTRON,No,DSTRON,NEITHER,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
168,ASOME,ASOME,Reply,ASOME,DSOME,DSTRON,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
169,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Very,ASOME,ASTRON,No,DSTRON,DSOME,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
170,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSTRON,DSOME,Yes,DSTRON,ASOME,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
171,DSTRON,ASTRON,Reply,ASOME,ASOME,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
172,DSTRON,NEITHER,Delete,ASTRON,DSOME,DSTRON,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,ASTRON,ASOME,ASTRON,Privacy,No
173,DSTRON,NEITHER,Other,?,DSTRON,DSTRON,No,No,Very,Very,NEITHER,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
174,ASOME,DSTRON,Delete,DSOME,DSOME,DSOME,No,No,Alittle,Alittle,ASTRON,DSOME,Yes,DSTRON,NEITHER,Fee,ASOME,Small,NEITHER,NEITHER,DSOME,Convenience,Yes
175,DSOME,ASOME,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
176,DSTRON,NEITHER,Retaliate,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Alittle,DSTRON,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
177,DSTRON,?,Other,?,DSTRON,DSTRON,Yes,No,Very,NotAtAll,ASOME,ASOME,Yes,DSTRON,ASTRON,GovControl,ASOME,Small,DSTRON,ASTRON,ASOME,Privacy,Yes
178,DSTRON,DSOME,Other,NEITHER,DSTRON,DSTRON,No,No,Alittle,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Registry,ASOME,Significant,DSTRON,ASTRON,ASOME,Convenience,Yes
179,DSTRON,NEITHER,Delete,NEITHER,DSTRON,DSTRON,No,No,NotAtAll,Alittle,ASTRON,NEITHER,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
180,DSTRON,ASOME,Delete,DSOME,DSTRON,DSOME,No,No,Somewhat,Alittle,NEITHER,DSTRON,Yes,DSOME,ASOME,Registry,ASTRON,Small,DSOME,ASTRON,ASTRON,Convenience,Yes
181,NEITHER,ASOME,Reply,?,NEITHER,NEITHER,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSOME,ASOME,Registry,ASTRON,Deciding,NEITHER,ASTRON,ASOME,Privacy,Yes
182,DSTRON,ASTRON,Delete,DSTRON,DSOME,DSOME,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
183,DSTRON,NEITHER,Delete,DSOME,DSTRON,NEITHER,No,No,Very,Very,DSOME,ASOME,Yes,DSTRON,NEITHER,Fee,ASOME,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
184,NEITHER,ASOME,Delete,ASTRON,DSOME,DSOME,Yes,No,Alittle,Somewhat,ASOME,ASTRON,Yes,DSOME,ASOME,Fee,ASTRON,Significant,DSOME,ASOME,ASOME,Convenience,Yes
185,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,No,Somewhat,Alittle,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
186,DSOME,ASOME,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Alittle,Somewhat,DSOME,ASOME,Yes,DSTRON,ASOME,Registry,?,Significant,DSOME,ASOME,ASTRON,Privacy,Yes
187,DSTRON,NEITHER,Delete,DSTRON,DSTRON,NEITHER,No,No,Somewhat,Very,ASOME,NEITHER,Yes,DSOME,ASOME,?,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
188,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASOME,No,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
189,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,Yes,Somewhat,Somewhat,DSTRON,NEITHER,Yes,DSTRON,ASOME,Other,ASTRON,Significant,DSTRON,NEITHER,ASTRON,Privacy,Yes
190,DSTRON,ASOME,Other,NEITHER,DSOME,DSTRON,No,No,Very,Somewhat,DSOME,ASTRON,Yes,DSTRON,NEITHER,Nothing,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
191,DSTRON,?,Reply,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
192,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,No,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
193,NEITHER,NEITHER,Delete,NEITHER,DSOME,ASOME,No,No,ShouldButNo,NotAtAll,ASTRON,NEITHER,Yes,DSTRON,ASOME,Fee,ASTRON,Small,DSOME,DSOME,NEITHER,Convenience,Yes
194,DSTRON,ASOME,Other,DSOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
195,DSTRON,ASTRON,Other,DSTRON,NEITHER,DSTRON,No,Yes,Very,Somewhat,NEITHER,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,NEITHER,ASTRON,Privacy,Yes
196,NEITHER,ASOME,Delete,ASOME,DSTRON,NEITHER,No,No,Very,Very,NEITHER,ASOME,Yes,DSOME,NEITHER,Nothing,ASTRON,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
197,DSTRON,?,Delete,DSOME,DSTRON,NEITHER,No,Yes,Very,Very,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
198,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,ASOME,ASOME,NEITHER,Privacy,No
199,ASOME,NEITHER,?,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,NEITHER,Registry,ASOME,Deciding,DSOME,NEITHER,ASOME,Privacy,Yes
200,ASTRON,ASOME,Reply,ASTRON,ASOME,ASOME,No,No,Alittle,Alittle,ASTRON,?,Yes,DSOME,ASTRON,Fee,DSTRON,Significant,ASTRON,DSOME,ASTRON,Convenience,Yes
201,DSTRON,?,?,DSOME,DSTRON,DSTRON,No,No,Very,Very,NEITHER,NEITHER,No,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
202,DSTRON,ASTRON,Delete,ASOME,NEITHER,ASOME,No,No,Very,Very,ASOME,ASOME,No,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
203,NEITHER,NEITHER,Delete,DSTRON,DSOME,NEITHER,Yes,Yes,Alittle,Alittle,NEITHER,DSTRON,Yes,DSOME,NEITHER,Nothing,ASOME,Significant,NEITHER,ASOME,NEITHER,Privacy,Yes
204,DSTRON,NEITHER,Delete,NEITHER,DSTRON,NEITHER,Yes,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,NEITHER,ASTRON,Privacy,Yes
205,DSOME,ASOME,Delete,ASTRON,NEITHER,DSTRON,No,No,Alittle,Alittle,NEITHER,NEITHER,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,NEITHER,ASOME,ASTRON,Privacy,Yes
206,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
207,NEITHER,ASTRON,Delete,NEITHER,DSOME,DSOME,No,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
208,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,No,Yes,Very,Somewhat,NEITHER,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
209,DSTRON,ASTRON,Delete,DSTRON,DSTRON,ASTRON,No,No,Very,Very,ASOME,ASOME,Yes,DSOME,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
210,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Alittle,NotAtAll,DSTRON,ASOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
211,DSTRON,ASOME,Retaliate,DSTRON,DSTRON,DSTRON,No,No,Alittle,Very,DSTRON,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
212,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,ASTRON,ASTRON,Yes,DSTRON,NEITHER,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
213,DSTRON,ASTRON,Other,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
214,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASTRON,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
215,DSTRON,ASOME,Delete,ASTRON,DSTRON,DSOME,Yes,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASOME,ASOME,Privacy,No
216,DSTRON,NEITHER,Delete,DSOME,DSTRON,DSTRON,Yes,No,Very,Somewhat,ASTRON,ASTRON,No,DSTRON,NEITHER,Registry,ASTRON,Small,DSTRON,ASTRON,NEITHER,Convenience,No
217,DSOME,NEITHER,Delete,ASOME,ASTRON,DSOME,Yes,No,NotAtAll,Somewhat,ASOME,DSTRON,Yes,DSTRON,DSOME,Registry,NEITHER,Significant,ASTRON,ASTRON,NEITHER,Convenience,Yes
218,DSOME,DSOME,Delete,?,DSOME,NEITHER,No,No,Somewhat,Somewhat,DSOME,DSOME,Yes,NEITHER,DSOME,Fee,ASOME,Significant,DSOME,NEITHER,ASOME,Privacy,Yes
219,DSTRON,DSTRON,?,ASTRON,DSTRON,NEITHER,No,Yes,Somewhat,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Convenience,No
220,DSTRON,ASTRON,Delete,ASTRON,DSOME,DSOME,Yes,No,Very,Somewhat,ASOME,DSTRON,Yes,DSOME,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
221,DSOME,NEITHER,Reply,ASTRON,DSTRON,DSTRON,Yes,No,Somewhat,Very,DSOME,DSOME,No,DSTRON,NEITHER,Registry,NEITHER,Small,DSTRON,ASTRON,ASTRON,Privacy,No
222,DSTRON,ASTRON,Retaliate,DSTRON,DSOME,DSTRON,No,No,Somewhat,NotAtAll,DSOME,ASOME,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
223,NEITHER,NEITHER,Read,NEITHER,NEITHER,ASOME,No,No,Alittle,Alittle,ASTRON,ASOME,Yes,ASOME,ASTRON,Nothing,ASTRON,Small,ASOME,ASOME,ASTRON,Privacy,Yes
224,DSTRON,ASTRON,Delete,ASOME,DSOME,DSTRON,No,No,Very,Somewhat,NEITHER,NEITHER,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
225,DSTRON,NEITHER,Reply,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Somewhat,NEITHER,ASTRON,Yes,DSTRON,ASOME,Nothing,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
226,DSOME,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
227,DSTRON,NEITHER,Delete,NEITHER,DSTRON,NEITHER,No,No,Somewhat,Alittle,DSOME,NEITHER,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
228,DSTRON,ASTRON,?,?,DSTRON,DSTRON,No,No,Somewhat,Somewhat,NEITHER,DSOME,No,DSTRON,NEITHER,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,No
229,NEITHER,ASOME,Delete,DSOME,ASOME,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,DSOME,Registry,ASTRON,Significant,ASOME,ASOME,ASTRON,Privacy,Yes
230,DSOME,ASTRON,Delete,DSTRON,DSTRON,ASOME,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASOME,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
231,DSOME,ASOME,Delete,ASOME,DSTRON,DSOME,Yes,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,Yes
232,DSTRON,?,Delete,ASTRON,DSTRON,NEITHER,No,No,Alittle,Alittle,DSOME,ASOME,Yes,DSTRON,?,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
233,DSTRON,?,?,NEITHER,DSOME,DSOME,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSTRON,DSTRON,Registry,ASTRON,Small,DSOME,ASOME,DSOME,Privacy,Yes
234,DSOME,NEITHER,Delete,NEITHER,DSOME,ASOME,Yes,No,Alittle,Alittle,ASOME,ASTRON,Yes,DSOME,ASOME,Blacklist,ASOME,Small,NEITHER,ASTRON,ASOME,Convenience,Yes
235,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,NotAtAll,NotAtAll,DSOME,NEITHER,Yes,DSTRON,ASTRON,Fee,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
236,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
237,NEITHER,ASOME,Delete,NEITHER,NEITHER,DSOME,No,No,Somewhat,Somewhat,ASOME,DSOME,Yes,DSTRON,ASOME,Registry,ASTRON,Small,ASOME,ASOME,ASOME,Convenience,Yes
238,DSTRON,ASOME,Delete,NEITHER,DSTRON,DSTRON,Yes,Yes,Very,Very,ASOME,ASOME,No,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
239,DSTRON,ASTRON,Reply,ASTRON,DSOME,DSOME,No,Yes,Very,Very,ASOME,ASOME,Yes,DSOME,ASOME,Fee,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
240,DSTRON,ASOME,?,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,DSOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,DSOME,Privacy,No
241,DSTRON,NEITHER,Delete,DSOME,DSOME,DSTRON,No,No,Somewhat,Somewhat,DSTRON,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
242,DSTRON,DSTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,DSOME,ASOME,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,DSTRON,Privacy,Yes
